feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank,fold,feature_strategy,selected_feature_k,selected
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_percentile99_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6932,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6933,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6934,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6935,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_segLenStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6936,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6937,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6938,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6939,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6940,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6941,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_22_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6942,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6943,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_kurtosis,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6944,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_leftctime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6945,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_linregc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6946,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_linregc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6947,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6948,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_meanRisingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6949,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_minPos,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6950,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6951,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6952,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6953,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6954,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6955,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_peakRangeAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6956,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_peakRangeRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6957,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_percentile1_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6958,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_qregc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6959,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6960,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6961,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_segLenStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6962,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6963,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6964,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_stddevFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6965,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6966,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6967,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_23_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6968,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6969,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_flatness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6970,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_iqr1_2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6971,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_iqr2_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6972,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_kurtosis,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6973,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_leftctime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6974,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6975,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_maxPos,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6976,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_meanFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6977,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_meanPeakDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6978,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_meanRisingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6979,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_meanSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6980,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6981,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6982,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6983,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6984,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6985,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_peakRangeAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6986,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_peakRangeRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6987,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_percentile99_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6988,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_qregc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6989,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_quartile1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6990,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6991,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6992,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6993,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6994,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6995,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6996,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_24_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6997,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_flatness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6998,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,6999,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_iqr2_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7000,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_linregc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7001,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_linregerrQ,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7002,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_lpc0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7003,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_lpc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7004,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_meanFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7005,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_meanPeakDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7006,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7007,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7008,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7009,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7010,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7011,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_percentile99_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7012,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_qregc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7013,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7014,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7015,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_segLenStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7016,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7017,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7018,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7019,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7020,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7021,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7022,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_amean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7023,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_iqr1_2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7024,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_iqr2_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7025,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_kurtosis,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7026,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_leftctime,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7027,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_lpc1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7028,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_lpc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7029,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7030,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_meanFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7031,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_meanPeakDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7032,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7033,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_peakMeanMeanDist,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7034,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_peakMeanRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7035,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_percentile99_0,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7036,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_qregc3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7037,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_quartile2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7038,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_quartile3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7039,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_range,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7040,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_rqmean,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7041,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_segLenStddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7042,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_skewness,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7043,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_stddev,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7044,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_stddevFallingSlope,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7045,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_upleveltime25,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7046,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_upleveltime50,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7047,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_upleveltime75,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7048,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_2_upleveltime90,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7049,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_centroid,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7050,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_iqr1_3,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7051,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_linregc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7052,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_lpc2,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7053,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_lpgain,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7054,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_maxSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7055,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_minRangeRel,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7056,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_minSegLen,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7057,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_pctlrange0_1,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7058,3,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_peakMeanAbs,0.0,lightgbm,train,global,1.0,7187.0,2286.0,4901.0,7059,3,compare_is10_top800_lightgbm,800.0,False
